daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,physical_activity_hours_per_week,total_screen_time,digital_entertainment_time,sleep_quality,mood_rating,stress_level,mental_health_score,weekly_anxiety_score,weekly_depression_score,sleep_efficiency,mental_health_index,wellness_score,digital_wellness_balance,uses_wellness_apps,eats_healthy,age,caffeine_intake_mg_per_day,gender_female,gender_male,gender_other,location_type_rural,location_type_suburban,location_type_urban
-0.4800000000000001,0.19999999999999996,-0.49999999999999994,0.8571428571428572,0.07142857142857148,1.3124999999999998,0.0,-0.823529411764706,0.3846153846153847,0.0,-0.8214285714285713,0.142857142857143,0.37037037037037046,0.5555555555555556,0.5555555555555556,1.0,0.2,0.65,0.75,0.35941694941489133,0.23711340206185563,0.273972602739726,-0.5671921413082872,1.0,1.0,0.8371280161681847,-0.46907505019845064,1.0,0.0,0.0,0.0,0.0,1.0
-0.8400000000000001,0.25,-0.14285714285714282,-0.14285714285714282,0.3571428571428571,0.43750000000000017,0.6875000000000001,-0.823529411764706,0.23076923076923084,-1.3999999999999997,0.4642857142857142,0.24999999999999975,-0.22222222222222215,0.6666666666666665,0.4444444444444445,0.5555555555555556,0.9166666666666667,0.9500000000000001,0.9,0.6465915407076884,0.5876288659793814,0.8630136986301369,-0.3814370720158771,0.0,1.0,1.7323784447784512,0.048660636762288316,0.0,1.0,0.0,0.0,1.0,0.0
1.8,-0.44999999999999996,0.4285714285714286,-0.4285714285714286,0.5000000000000001,0.625,0.49999999999999994,1.0,0.3846153846153847,0.3333333333333333,0.03571428571428574,0.03571428571428591,1.1111111111111112,0.8888888888888888,0.4444444444444445,0.4444444444444445,0.033333333333333326,0.35000000000000003,0.15000000000000002,0.5186775062057911,0.31958762886597936,0.1643835616438356,-0.30670023671722435,0.0,0.0,0.14847384031413338,0.8191006471205308,0.0,0.0,1.0,0.0,1.0,0.0
1.1200000000000003,-1.5,-1.4285714285714284,-0.4285714285714286,0.7142857142857142,0.8125,-0.24999999999999997,-0.6470588235294118,-0.6153846153846154,-1.0,-1.0714285714285714,-1.5357142857142858,-0.29629629629629634,0.8888888888888888,1.0,0.4444444444444445,0.033333333333333326,0.35000000000000003,0.1,0.7395009673024169,0.3298969072164948,0.23287671232876705,0.07739296976192465,0.0,1.0,-0.8156420058815383,-1.5292005044513923,0.0,0.0,1.0,1.0,0.0,0.0
-0.039999999999999855,-0.65,-0.6428571428571427,0.7142857142857142,0.07142857142857148,-0.5625,1.0000000000000002,-0.9411764705882354,-0.30769230769230765,0.5333333333333338,0.0,-0.5714285714285713,-1.1481481481481484,0.1111111111111111,0.7777777777777777,0.6666666666666665,0.7333333333333334,0.4,0.5,0.07563800362724554,0.6701030927835051,0.6849315068493151,-0.8956431533185862,1.0,1.0,1.112589686509805,1.42723462862997,0.0,1.0,0.0,0.0,0.0,1.0
1.56,0.10000000000000009,0.5000000000000001,0.28571428571428564,1.2857142857142854,-0.24999999999999997,0.3125,0.5294117647058824,1.307692307692308,-0.39999999999999974,0.10714285714285707,1.0357142857142858,0.7407407407407413,0.2222222222222222,1.0,0.1111111111111111,0.8666666666666667,0.8500000000000001,0.8,0.17768927836241816,0.5979381443298968,0.8356164383561644,-0.17834088309897878,1.0,0.0,-1.2976999289793743,-0.9292845497191076,1.0,0.0,0.0,0.0,1.0,0.0
-0.08000000000000007,0.5,0.8571428571428572,1.2857142857142854,-0.14285714285714282,-0.6875000000000001,-0.18750000000000006,1.3529411764705885,0.15384615384615383,-0.4666666666666662,1.357142857142857,1.0357142857142858,0.44444444444444464,0.3333333333333333,0.0,0.8888888888888888,0.4166666666666667,0.30000000000000004,0.2,0.2567459488202737,0.556701030927835,0.3561643835616438,-0.40288768073294284,0.0,0.0,-0.40244950036910765,0.3034194668540806,0.0,1.0,0.0,0.0,0.0,1.0
0.5600000000000002,-0.050000000000000044,0.7142857142857142,-0.14285714285714282,1.357142857142857,-0.5000000000000001,0.1250000000000001,0.9411764705882355,-0.5384615384615385,-0.8666666666666666,0.17857142857142855,0.9642857142857147,-0.03703703703703692,0.5555555555555556,0.7777777777777777,0.1111111111111111,0.04999999999999999,0.45,0.4,0.4584718644539752,0.25773195876288657,0.17808219178082196,-0.615815771517655,0.0,1.0,0.8371280161681847,-0.019138084149237254,1.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.3500000000000001,0.6428571428571427,0.5714285714285713,-0.7857142857142857,-0.3125,0.06250000000000006,1.8235294117647063,-0.07692307692307683,0.3333333333333333,-1.0714285714285714,-0.17857142857142858,0.851851851851852,0.4444444444444445,0.6666666666666665,0.8888888888888888,0.25000000000000006,0.0,0.0,0.2684109169629486,0.556701030927835,0.31506849315068486,1.0689631142344453,1.0,0.0,-0.5401803355399178,-0.7875235878131909,1.0,0.0,0.0,0.0,1.0,0.0
0.31999999999999995,1.7000000000000002,0.07142857142857148,0.5714285714285713,-0.7142857142857142,-0.5000000000000001,0.1250000000000001,1.8823529411764708,-0.3846153846153847,0.3333333333333333,0.17857142857142855,1.0357142857142858,0.6296296296296299,0.5555555555555556,0.0,0.3333333333333333,0.45,0.15000000000000002,0.4,0.3309775642736592,0.5670103092783505,0.410958904109589,-0.39041285864216707,1.0,0.0,-0.2647186651982974,1.207402412341085,0.0,1.0,0.0,0.0,0.0,1.0
